ID,Pharmacy-Name,Phone,Credential,CredentialId,Location,Address,City,State,Concat,Zip,Found,Coordinates,Lats,Long,County,Color,Size,Label,cluster
197,CVS PHARMACY #231,(860) 871-1661,PCY.0001085,"38,002","142 TALCOTTVILLE RD
CT 06066-4705
(41.831219, -72.494492)",142 TALCOTTVILLE RD,VERNON,CT,"142 TALCOTTVILLE RD, VERNON, CT",06066-4705,Match,"-72.49358,41.83228",-72.49358,41.83228,Tolland County,Red,Mid,G,7
198,STOLL'S PHARMACY,(203) 575-0199,PCY.0001330,"38,469","185 GROVE ST
CT 06710-2289
(41.55988, -73.042783)",185 GROVE ST,WATERBURY,CT,"185 GROVE ST, WATERBURY, CT",06710-2289,Match,"-73.042816,41.559803",-73.042816,41.559803,New Haven County,Green,Tiny,E,5
200,STOP & SHOP PHARMACY #689,860-645-8050,PCY.0001452,"38,901","286 BROAD ST
CT 06040-4049
(41.779859, -72.534459)",286 BROAD ST,MANCHESTER,CT,"286 BROAD ST, MANCHESTER, CT",06040-4049,Match,"-72.53438,41.779415",-72.53438,41.779415,Hartford County,Orange,Tiny,B,2
201,WALGREENS #07814,(860) 664-4691,PCY.0001891,"377,850","218 E MAIN ST
CT 06413-2230
(41.272771, -72.507021)",218 E MAIN ST,CLINTON,CT,"218 E MAIN ST, CLINTON, CT",06413-2230,Match,"-72.506004,41.2723",-72.506004,41.2723,Middlesex County,Purple,Small,D,4
202,CVS PHARMACY #1219,(203) 921-1313,PCY.0001529,"245,056","229 HOPE ST
CT 06906-1601
(41.068688, -73.526831)",229 HOPE ST,STAMFORD,CT,"229 HOPE ST, STAMFORD, CT",06906-1601,Match,"-73.52676,41.06859",-73.52676,41.06859,Fairfield,Red,Tiny,A,1
203,CVS PHARMACY #343,(203) 541-3972,PCY.0002181,"928,855","66 HIGH RIDGE RD
CT 06905-3807
(41.074539, -73.549001)",66 HIGH RIDGE RD,STAMFORD,CT,"66 HIGH RIDGE RD, STAMFORD, CT",06905-3807,Match,"-73.54887,41.073845",-73.54887,41.073845,Fairfield,Red,Tiny,A,1
204,BEACON FALLS PHARMACY LLC,(203) 729-4567,PCY.0002015,"414,911","20 NORTH MAIN STREET
CT 06403
(41.444311, -73.063685)",20 NORTH MAIN STREET; P.O. BOX #218,BEACON FALLS,CT,"20 NORTH MAIN STREET; P.O. BOX #218, BEACON FALLS, CT",6403,Match,"-73.06284,41.443382",-73.06284,41.443382,New Haven County,Green,Tiny,E,5
206,WALGREENS #05723,(203) 334-6978,PCY.0001418,"38,883","960 NORTH AVE
CT 06606-5750
(41.191272, -73.197473)",960 NORTH AVE,BRIDGEPORT,CT,"960 NORTH AVE, BRIDGEPORT, CT",06606-5750,Match,"-73.19731,41.191483",-73.19731,41.191483,Fairfield,Red,Tiny,A,1
207,CVS PHARMACY #1044,(203) 732-4495,PCY.0001132,"246,060","656 NEW HAVEN AVE
CT 06418-2528
(41.311391, -73.052964)",656 NEW HAVEN AVE,DERBY,CT,"656 NEW HAVEN AVE, DERBY, CT",06418-2528,Match,"-73.05724,41.31217",-73.05724,41.31217,New Haven County,Green,Tiny,E,5
209,CENTRAL ADMIXTURE PHARMACY SERVICES INC,(203) 265-5637,PCY.0002066,"442,636","27 VILLAGE LANE
CT 06492
(41.474848, -72.805197)",27 VILLAGE LANE,WALLINGFORD,CT,"27 VILLAGE LANE, WALLINGFORD, CT",6492,Match,"-72.80578,41.47629",-72.80578,41.47629,New Haven County,Green,Tiny,E,5
210,RITE AID  #3203,860-560-1881,PCY.0001437,"247,605","1291 ALBANY AVE
CT 06112-2198
(41.782319, -72.69659)",1291 ALBANY AVE,HARTFORD,CT,"1291 ALBANY AVE, HARTFORD, CT",06112-2198,Match,"-72.69782,41.782772",-72.69782,41.782772,Hartford County,Orange,Tiny,B,2
211,NORTH STREET PHARMACY,2038692130,PCY.0000741,"225,196","1043 NORTH ST
CT 06831-2701
(41.140844, -73.639421)",1043 NORTH ST,GREENWICH,CT,"1043 NORTH ST, GREENWICH, CT",06831-2701,Match,"-73.638824,41.139305",-73.638824,41.139305,Fairfield,Red,Tiny,A,1
212,STOP & SHOP PHARMACY #605,,PCY.0001821,"319,465","55 OAK STREET
CT 06033
(41.707078, -72.592758)",55 OAK STREET,GLASTONBURY,CT,"55 OAK STREET, GLASTONBURY, CT",6033,Match,"-72.59199,41.709717",-72.59199,41.709717,Hartford County,Orange,Tiny,B,2
213,RITE AID  #441,203-777-7248,PCY.0001045,"225,197","66 CHURCH ST
CT 06510-3304
(41.305271, -72.926349)",66 CHURCH ST,NEW HAVEN,CT,"66 CHURCH ST, NEW HAVEN, CT",06510-3304,Match,"-72.92643,41.305138",-72.92643,41.305138,New Haven County,Green,Tiny,E,5
215,CVS PHARMACY #1960,(203) 755-5490,PCY.0001506,"263,895","1279 W MAIN ST
CT 06708-3101
(41.552145, -73.06434)",1279 W MAIN ST,WATERBURY,CT,"1279 W MAIN ST, WATERBURY, CT",06708-3101,Match,"-73.06452,41.551926",-73.06452,41.551926,New Haven County,Green,Tiny,E,5
217,RITE AID  #10383,(203) 740-1005,PCY.0001890,"377,474","215 FEDERAL RD
CT 06804-2630
(41.443022, -73.404855)",215 FEDERAL RD,BROOKFIELD,CT,"215 FEDERAL RD, BROOKFIELD, CT",06804-2630,Match,"-73.404366,41.444706",-73.404366,41.444706,Fairfield,Red,Tiny,A,1
218,RITE AID  #10342,(860) 829-0740,PCY.0001687,"200,352","900 FARMINGTON AVE
CT 06037-2219
(41.633601, -72.764303)",900 FARMINGTON AVE,KENSINGTON,CT,"900 FARMINGTON AVE, KENSINGTON, CT",06037-2219,Match,"-72.76368,41.633244",-72.76368,41.633244,Hartford County,Orange,Tiny,B,2
219,WALGREENS #10244,(860) 399-6899,PCY.0002107,"491,498","1211 BOSTON POST RD
CT 06498-1949
(41.285489, -72.447934)",1211 BOSTON POST RD,WESTBROOK,CT,"1211 BOSTON POST RD, WESTBROOK, CT",06498-1949,Match,"-72.4469,41.285107",-72.4469,41.285107,Middlesex County,Purple,Small,D,4
220,STOP & SHOP #630,(860) 667-8380,PCY.0001454,"38,903","44 FENN RD
CT 06111-2212
(41.698061, -72.756446)",44 FENN RD,NEWINGTON,CT,"44 FENN RD, NEWINGTON, CT",06111-2212,Match,"-72.757,41.696255",-72.757,41.696255,Hartford County,Orange,Tiny,B,2
221,BEACON PRESCRIPTIONS,(860) 738-2506,PCY.0001719,"219,174","294 MAIN ST
CT 06098-1688
(41.783619, -72.523247)",294 MAIN ST,WINSTED,CT,"294 MAIN ST, WINSTED, CT",06098-1688,Match,"-72.962654,41.869617",-72.962654,41.869617,Litchfield County,Blue,Mid,C,3
222,RITE AID #10350,(860) 963-7230,PCY.0001107,"38,006","203 KENNEDY DR
CT 06260-1628
(41.918985, -71.908505)",203 KENNEDY DR,PUTNAM,CT,"203 KENNEDY DR, PUTNAM, CT",06260-1628,Match,"-71.91026,41.9173",-71.91026,41.9173,Windham County,Grey,Big,L,8
223,BEACON PRESCRIPTIONS,(860) 628-3972,PCY.0001334,"38,649","609 N MAIN ST
CT 06489-2051
(41.616168, -72.873318)",609 N MAIN ST,SOUTHINGTON,CT,"609 N MAIN ST, SOUTHINGTON, CT",06489-2051,Match,"-72.87349,41.61519",-72.87349,41.61519,Hartford County,Orange,Tiny,B,2
224,RITE AID  #3619,(203) 382-0009,PCY.0001540,"3,451","1060 E MAIN ST
CT 06608-1915
(41.189227, -73.180694)",1060 E MAIN ST,BRIDGEPORT,CT,"1060 E MAIN ST, BRIDGEPORT, CT",06608-1915,Match,"-73.189384,41.179024",-73.189384,41.179024,Fairfield,Red,Tiny,A,1
225,RITE AID  #1087,(203) 272-3543,PCY.0000357,"37,129","180 MAIN ST
CT 06410-2406
(41.503573, -72.903987)",180 MAIN ST,CHESHIRE,CT,"180 MAIN ST, CHESHIRE, CT",06410-2406,Match,"-72.903404,41.502934",-72.903404,41.502934,New Haven County,Green,Tiny,E,5
226,CVS PHARMACY #1966,(203) 458-1444,PCY.0001510,"39,119","1057 BOSTON POST RD
CT 06437-2644
(41.287823, -72.684779)",1057 BOSTON POST RD,GUILFORD,CT,"1057 BOSTON POST RD, GUILFORD, CT",06437-2644,Match,"-72.68458,41.287838",-72.68458,41.287838,New Haven County,Green,Tiny,E,5
227,RITE AID #10384,(203) 798-7520,PCY.0001883,"376,861","113 115 MILL PLAIN RD
CT 06811-5277
(41.391829, -73.522363)",113-115 MILL PLAIN RD,DANBURY,CT,"113-115 MILL PLAIN RD, DANBURY, CT",06811-5277,Match,"-73.52107,41.39188",-73.52107,41.39188,Fairfield,Red,Tiny,A,1
228,RITE AID  #4995,(860) 354-6313,PCY.0001703,"211,229","173 DANBURY RD
CT 06776-4309
(41.550702, -73.417829)",173 DANBURY RD,NEW MILFORD,CT,"173 DANBURY RD, NEW MILFORD, CT",06776-4309,Match,"-73.41862,41.5495",-73.41862,41.5495,Litchfield County,Blue,Mid,C,3
229,WALGREENS #11619,(203) 881-9999,PCY.0001402,"38,877","144 BANK ST
CT 06483-2721
(41.397543, -73.078608)",144 BANK ST,SEYMOUR,CT,"144 BANK ST, SEYMOUR, CT",06483-2721,Match,"-73.08118,41.397736",-73.08118,41.397736,New Haven County,Green,Tiny,E,5
230,CVS PHARMACY #738,(203) 431-8888,PCY.0001228,"38,239","467 MAIN ST
CT 06877-4513
(41.282917, -73.498503)",467 MAIN ST,RIDGEFIELD,CT,"467 MAIN ST, RIDGEFIELD, CT",06877-4513,Match,"-73.49845,41.28218",-73.49845,41.28218,Fairfield,Red,Tiny,A,1
231,RITE AID  #10347,(860) 257-8100,PCY.0001325,"342,554","657 SILAS DEANE HWY
CT 06109-3026
(41.706615, -72.66169)",657 SILAS DEANE HWY,WETHERSFIELD,CT,"657 SILAS DEANE HWY, WETHERSFIELD, CT",06109-3026,Match,"-72.661934,41.707306",-72.661934,41.707306,Hartford County,Orange,Tiny,B,2
232,STOP & SHOP #652,(860) 669-6636,PCY.0001232,"249,883","215 E MAIN ST
CT 06413-2200
(41.272692, -72.506861)",215 E MAIN ST,CLINTON,CT,"215 E MAIN ST, CLINTON, CT",06413-2200,Match,"-72.51132,41.27534",-72.51132,41.27534,Middlesex County,Purple,Small,D,4
234,BIG Y PHARMACY #32,(203) 729-4124,PCY.0002193,"953,885","85 BRIDGE ST
CT 06770-2812
(41.501542, -73.051563)",85 BRIDGE ST,NAUGATUCK,CT,"85 BRIDGE ST, NAUGATUCK, CT",06770-2812,Match,"-73.05403,41.500233",-73.05403,41.500233,New Haven County,Green,Tiny,E,5
235,HERITAGE VILLAGE PHARMACY,,PCY.0002289,"1,206,720","493 HERITAGE RD
CT 06488-3847
(41.489512, -73.22512)",493 HERITAGE RD,SOUTHBURY,CT,"493 HERITAGE RD, SOUTHBURY, CT",06488-3847,Match,"-73.22494,41.489174",-73.22494,41.489174,New Haven County,Green,Tiny,E,5
236,WALGREENS #09101,(203) 288-5217,PCY.0002061,"438,886","2505 WHITNEY AVE
CT 06518-3019
(41.38805, -72.900186)",2505 WHITNEY AVE,HAMDEN,CT,"2505 WHITNEY AVE, HAMDEN, CT",06518-3019,Match,"-72.90016,41.388218",-72.90016,41.388218,New Haven County,Green,Tiny,E,5
237,WALGREENS #07566,(860) 569-4120,PCY.0001352,"364,682","922 SILVER LN
CT 06118-1248
(41.765282, -72.603423)",922 SILVER LN,EAST HARTFORD,CT,"922 SILVER LN, EAST HARTFORD, CT",06118-1248,Match,"-72.60299,41.76538",-72.60299,41.76538,Hartford County,Orange,Tiny,B,2
238,RITE AID #6601,(860) 434-8111,PCY.0000342,"37,125","90 HALLS RD
CT 06371-4406
(41.323831, -72.33595)",90 HALLS RD,OLD LYME,CT,"90 HALLS RD, OLD LYME, CT",06371-4406,Match,"-72.33706,41.32363",-72.33706,41.32363,New London County,Black,Mid,F,6
239,CVS PHARMACY #145,(860) 677-5047,PCY.0001544,"50,900","330 MAIN ST
CT 06032-2961
(41.704333, -72.843216)",330 MAIN ST,FARMINGTON,CT,"330 MAIN ST, FARMINGTON, CT",06032-2961,Match,"-72.84324,41.704247",-72.84324,41.704247,Hartford County,Orange,Tiny,B,2
240,SHOPRITE PHARMACY OF WATERBURY,2037531718,PCY.0001125,"249,885","943 WOLCOTT ST
CT 06705-1301
(41.566052, -73.008151)",943 WOLCOTT ST,WATERBURY,CT,"943 WOLCOTT ST, WATERBURY, CT",06705-1301,Match,"-73.00718,41.56753",-73.00718,41.56753,New Haven County,Green,Tiny,E,5
241,CVS PHARMACY #1151,(203) 596-0909,PCY.0001381,"225,202","464 REIDVILLE DR
CT 06705-2650
(41.539435, -72.997367)",464 REIDVILLE DR,WATERBURY,CT,"464 REIDVILLE DR, WATERBURY, CT",06705-2650,Match,"-73.009346,41.539345",-73.009346,41.539345,New Haven County,Green,Tiny,E,5
242,STOP & SHOP #631,3013414387,PCY.0001596,"172,001","215 GLASTONBURY BLVD
CT 06033-4408
(41.721089, -72.623445)",215 GLASTONBURY BLVD,GLASTONBURY,CT,"215 GLASTONBURY BLVD, GLASTONBURY, CT",06033-4408,Match,"-72.622696,41.721134",-72.622696,41.721134,Hartford County,Orange,Tiny,B,2
243,RITE AID  #1882,(203) 777-0695,PCY.0001308,"38,457","325 FERRY ST
CT 06513-3702
(41.308742, -72.895391)",325 FERRY ST,NEW HAVEN,CT,"325 FERRY ST, NEW HAVEN, CT",06513-3702,Match,"-72.89545,41.308872",-72.89545,41.308872,New Haven County,Green,Tiny,E,5
244,WALGREENS #09821,(203) 801-0121,PCY.0000956,"504,522","36 PINE ST
CT 06840-5430
(41.144914, -73.496781)",36 PINE ST,NEW CANAAN,CT,"36 PINE ST, NEW CANAAN, CT",06840-5430,Match,"-73.49657,41.14509",-73.49657,41.14509,Fairfield,Red,Tiny,A,1
245,WALGREENS #01455,(203) 453-1619,PCY.0001985,"405,763","1116 BOSTON POST RD
CT 06437-2624
(41.287615, -72.687132)",1116 BOSTON POST RD,GUILFORD,CT,"1116 BOSTON POST RD, GUILFORD, CT",06437-2624,Match,"-72.68652,41.287605",-72.68652,41.287605,New Haven County,Green,Tiny,E,5
246,CVS PHARMACY #10367,(203) 261-2541,PCY.0000208,"37,100","930 WHITE PLAINS RD
CT 06611-4550
(41.245281, -73.197198)",930 WHITE PLAINS RD,TRUMBULL,CT,"930 WHITE PLAINS RD, TRUMBULL, CT",06611-4550,Match,"-73.19721,41.24533",-73.19721,41.24533,Fairfield,Red,Tiny,A,1
247,WAL-MART  #10-2200,(860) 449-6902,PCY.0001518,"65,235","150 GOLD STAR HWY
CT 06340-3442
(41.368752, -72.063105)",150 GOLD STAR HWY,GROTON,CT,"150 GOLD STAR HWY, GROTON, CT",06340-3442,Match,"-72.067276,41.36653",-72.067276,41.36653,New London County,Black,Mid,F,6
248,WALGREENS #12120,(203) 468-9732,PCY.0002144,"536,229","157 MAIN ST
CT 06512-2525
(41.276136, -72.867521)",157 MAIN ST,EAST HAVEN,CT,"157 MAIN ST, EAST HAVEN, CT",06512-2525,Match,"-72.86774,41.27622",-72.86774,41.27622,New Haven County,Green,Tiny,E,5
249,STOP & SHOP PHARMACY #614,860-828-0772,PCY.0002004,"412,188","1135 FARMINGTON AVE
CT 06037-5200
(41.629095, -72.757383)",1135 FARMINGTON AVE,BERLIN,CT,"1135 FARMINGTON AVE, BERLIN, CT",06037-5200,Match,"-72.75792,41.629436",-72.75792,41.629436,Hartford County,Orange,Tiny,B,2
250,WAL-MART PHARMACY #10-2170,(860) 889-7530,PCY.0001519,"65,233","220 SALEM TPKE
CT 06360-6455
(41.507432, -72.122696)",220 SALEM TPKE,NORWICH,CT,"220 SALEM TPKE, NORWICH, CT",06360-6455,Match,"-72.1298,41.50616",-72.1298,41.50616,New London County,Black,Mid,F,6
251,RITE AID  #10382,(203) 792-6190,PCY.0000850,"244,287","289 GREENWOOD AVE
CT 06801-2402
(41.374594, -73.423346)",289 GREENWOOD AVE,BETHEL,CT,"289 GREENWOOD AVE, BETHEL, CT",06801-2402,Match,"-73.42371,41.374607",-73.42371,41.374607,Fairfield,Red,Tiny,A,1
252,CVS PHARMACY #918,(203) 655-2865,PCY.0001462,"38,907","964 POST RD
CT 06820-4508
(41.076492, -73.47094)",964 POST RD,DARIEN,CT,"964 POST RD, DARIEN, CT",06820-4508,Match,"-73.47166,41.075783",-73.47166,41.075783,Fairfield,Red,Tiny,A,1
254,CVS PHARMACY #954,(860) 314-2891,PCY.0001584,"173,086","311 MAIN ST
CT 06786-5928
(41.67989, -73.019399)",311 MAIN ST,TERRYVILLE,CT,"311 MAIN ST, TERRYVILLE, CT",06786-5928,Match,"-73.01893,41.68001",-73.01893,41.68001,Litchfield County,Blue,Mid,C,3
255,RITE AID  #744,(860) 437-8880,PCY.0000942,"37,778","75 BOSTON POST RD
CT 06385-2423
(41.341727, -72.120052)",75 BOSTON POST RD,WATERFORD,CT,"75 BOSTON POST RD, WATERFORD, CT",06385-2423,Match,"-72.12507,41.342155",-72.12507,41.342155,New London County,Black,Mid,F,6
256,CVS PHARMACY #1244,(203) 758-3316,PCY.0000688,"37,546","26 WATERBURY RD
CT 06712-1215
(41.507264, -72.980826)",26 WATERBURY RD,PROSPECT,CT,"26 WATERBURY RD, PROSPECT, CT",06712-1215,Match,"-72.980415,41.506573",-72.980415,41.506573,New Haven County,Green,Tiny,E,5
257,BIG Y # 84,203-386-1489,PCY.0002103,"488,798","355 HAWLEY LN
CT 06614-1514
(41.233693, -73.149639)",355 HAWLEY LN,STRATFORD,CT,"355 HAWLEY LN, STRATFORD, CT",06614-1514,Match,"-73.14965,41.23365",-73.14965,41.23365,Fairfield,Red,Tiny,A,1
258,BIG Y PHARMACY #55,(203) 453-7446,PCY.0002219,"1,026,099","830 BOSTON POST RD
CT 06437-2701
(41.288566, -72.678716)",830 BOSTON POST RD,GUILFORD,CT,"830 BOSTON POST RD, GUILFORD, CT",06437-2701,Match,"-72.67726,41.288696",-72.67726,41.288696,New Haven County,Green,Tiny,E,5
259,WALGREENS #02976,(860) 885-0389,PCY.0001471,"39,099","399 W MAIN ST
CT 06360-5414
(41.520782, -72.092373)",399 W MAIN ST,NORWICH,CT,"399 W MAIN ST, NORWICH, CT",06360-5414,Match,"-72.06827,41.523567",-72.06827,41.523567,New London County,Black,Mid,F,6
260,CVS PHARMACY #1948,(860) 296-1155,PCY.0001516,"39,123","690 WETHERSFIELD AVE
CT 06114-1930
(41.737257, -72.671071)",690 WETHERSFIELD AVE,HARTFORD,CT,"690 WETHERSFIELD AVE, HARTFORD, CT",06114-1930,Match,"-72.67095,41.736763",-72.67095,41.736763,Hartford County,Orange,Tiny,B,2
262,WAL-MART PHARMACY #10-2954,(203) 979-8394,PCY.0001756,"242,635","650 MAIN AVE
CT 06851-1126
(41.159231, -73.419538)",650 MAIN AVE,NORWALK,CT,"650 MAIN AVE, NORWALK, CT",06851-1126,Match,"-73.42471,41.152245",-73.42471,41.152245,Fairfield,Red,Tiny,A,1
263,STOP & SHOP PHARMACY #658,2038342204,PCY.0001849,"351,206","5 RIVER ROAD
CT 06897
(41.190976, -73.430412)",5 RIVER ROAD,WILTON,CT,"5 RIVER ROAD, WILTON, CT",6897,Match,"-73.4304,41.191147",-73.4304,41.191147,Fairfield,Red,Tiny,A,1
264,STOP & SHOP PHARMACY #694,(203) 234-1757,PCY.0001745,"227,038","79 WASHINGTON AVE
CT 06473-1704
(41.39259, -72.858629)",79 WASHINGTON AVE,NORTH HAVEN,CT,"79 WASHINGTON AVE, NORTH HAVEN, CT",06473-1704,Match,"-72.85942,41.391247",-72.85942,41.391247,New Haven County,Green,Tiny,E,5
265,MEDICAL ARTS PHARMACY,(203) 590-3737,PCY.0002335,"1,343,151","15 CORPORATE DR
CT 06611-1351
(41.29616, -73.227272)",15 CORPORATE DR STE 1-1,TRUMBULL,CT,"15 CORPORATE DR STE 1-1, TRUMBULL, CT",06611-1351,Match,"-73.227554,41.295986",-73.227554,41.295986,Fairfield,Red,Tiny,A,1
266,CVS PHARMACY #123,(860) 388-1145,PCY.0001515,"39,122","519 BOSTON POST RD
CT 06475-1526
(41.299259, -72.375675)",519 BOSTON POST RD,OLD SAYBROOK,CT,"519 BOSTON POST RD, OLD SAYBROOK, CT",06475-1526,Match,"-72.37575,41.299164",-72.37575,41.299164,Middlesex County,Purple,Small,D,4
267,GENOA HEALTHCARE LLC,(860) 288-2119,PCY.0002151,"900,273","444 CENTER ST
CT 06040-3926
(41.773073, -72.539008)",444 CENTER ST,MANCHESTER,CT,"444 CENTER ST, MANCHESTER, CT",06040-3926,Match,"-72.53946,41.77315",-72.53946,41.77315,Hartford County,Orange,Tiny,B,2
268,STOP & SHOP PHARMACY #692,(203) 468-1113,PCY.0001220,"38,233","370 HEMINGWAY AVE
CT 06512-3240
(41.278549, -72.867457)",370 HEMINGWAY AVE,EAST HAVEN,CT,"370 HEMINGWAY AVE, EAST HAVEN, CT",06512-3240,Match,"-72.86765,41.27721",-72.86765,41.27721,New Haven County,Green,Tiny,E,5
270,OUTPATIENT PHARMACY SERVICES AT YALE NEW HAVEN HEALTH,844-881-0043,PCY.0002330,"1,327,980","1100 SHERMAN AVE
CT 06514-1363
(41.396475, -72.920042)",1100 SHERMAN AVE,HAMDEN,CT,"1100 SHERMAN AVE, HAMDEN, CT",06514-1363,Match,"-72.92006,41.396046",-72.92006,41.396046,New Haven County,Green,Tiny,E,5
271,STOP & SHOP PHARMACY #600,(203) 248-9631,PCY.0001565,"134,308","2335 DIXWELL AVE
CT 06514-2100
(41.372994, -72.916778)",2335 DIXWELL AVE,HAMDEN,CT,"2335 DIXWELL AVE, HAMDEN, CT",06514-2100,Match,"-72.91647,41.373566",-72.91647,41.373566,New Haven County,Green,Tiny,E,5
272,CVS PHARMACY #2525,(860) 563-9393,PCY.0001690,"239,318","323 CROMWELL AVE
CT 06067-1801
(41.661597, -72.678765)",323 CROMWELL AVE,ROCKY HILL,CT,"323 CROMWELL AVE, ROCKY HILL, CT",06067-1801,Match,"-72.67988,41.654892",-72.67988,41.654892,Hartford County,Orange,Tiny,B,2
273,WAL-MART STORE #3545,(203) 230-2841,PCY.0001809,"309,818","2300 DIXWELL AVE
CT 06514-2108
(41.371914, -72.917506)",2300 DIXWELL AVE,HAMDEN,CT,"2300 DIXWELL AVE, HAMDEN, CT",06514-2108,Match,"-72.9169,41.37292",-72.9169,41.37292,New Haven County,Green,Tiny,E,5
275,STOP & SHOP PHARMACY #622,8604892433,PCY.0001397,"38,873","211 HIGH ST
CT 06790-6301
(41.800054, -73.128701)",211 HIGH ST,TORRINGTON,CT,"211 HIGH ST, TORRINGTON, CT",06790-6301,Match,"-73.1291,41.800632",-73.1291,41.800632,Litchfield County,Blue,Mid,C,3
277,WAL-MART STORE #3803,(203) 931-2221,PCY.0002080,"460,144","515 SAW MILL RD
CT 06516-4000
(41.26951, -72.976004)",515 SAW MILL RD,WEST HAVEN,CT,"515 SAW MILL RD, WEST HAVEN, CT",06516-4000,Match,"-72.976875,41.268913",-72.976875,41.268913,New Haven County,Green,Tiny,E,5
280,ALBION-HANCOCK PHARMACY,(203) 331-9200,PCY.0002332,"1,337,244","2125 FAIRFIELD AVE
CT 06605-2639
(41.16529, -73.218818)",2125 FAIRFIELD AVE,BRIDGEPORT,CT,"2125 FAIRFIELD AVE, BRIDGEPORT, CT",06605-2639,Match,"-73.21892,41.165253",-73.21892,41.165253,Fairfield,Red,Tiny,A,1
281,VISELS DRUG STORE,(203) 562-6878,PCY.0000089,"36,896","714 DIXWELL AVE
CT 06511-1038
(41.332663, -72.935206)",714 DIXWELL AVE,NEW HAVEN,CT,"714 DIXWELL AVE, NEW HAVEN, CT",06511-1038,Match,"-72.935165,41.333122",-72.935165,41.333122,New Haven County,Green,Tiny,E,5
282,BIG Y PHARMACY #60,860-623-1407,PCY.0001788,"285,801","67 PROSPECT HILL RD
CT 06088-3605
(41.921132, -72.607761)",67 PROSPECT HILL RD,EAST WINDSOR,CT,"67 PROSPECT HILL RD, EAST WINDSOR, CT",06088-3605,Match,"-72.60923,41.91936",-72.60923,41.91936,Hartford County,Orange,Tiny,B,2
283,STOP & SHOP #624,(203) 245-7467,PCY.0001748,"230,525","136 SAMSON ROCK DR
CT 06443-3018
(41.278666, -72.596284)",136 SAMSON ROCK DR,MADISON,CT,"136 SAMSON ROCK DR, MADISON, CT",06443-3018,Match,"-72.594406,41.27933",-72.594406,41.27933,New Haven County,Green,Tiny,E,5
284,RITE AID  #576,(203) 265-3600,PCY.0001059,"37,995","605 N COLONY RD
CT 06492-3109
(41.469772, -72.816573)",605 N COLONY RD,WALLINGFORD,CT,"605 N COLONY RD, WALLINGFORD, CT",06492-3109,Match,"-72.812164,41.49802",-72.812164,41.49802,New Haven County,Green,Tiny,E,5
285,RITE AID  #10371,(203) 488-8703,PCY.0001449,"38,899","280 BRANFORD RD
CT 06471-9995
(41.32508, -72.770164)",280 BRANFORD RD,NORTH BRANFORD,CT,"280 BRANFORD RD, NORTH BRANFORD, CT",06471-9995,Match,"-72.77027,41.32479",-72.77027,41.32479,New Haven County,Green,Tiny,E,5
286,RITE AID  #10357,(860) 564-5871,PCY.0001657,"191,845","20 PROSPECT ST
CT 06354-1425
(41.712921, -71.882092)",20 PROSPECT ST,MOOSUP,CT,"20 PROSPECT ST, MOOSUP, CT",06354-1425,Match,"-71.88233,41.712944",-71.88233,41.712944,Windham County,Grey,Big,L,8
287,TRUMBULL PHARMACY LLC,203-880-9954,PCY.0002336,"1,357,638","10 BROADWAY
BLDG B, CT 06611-1302
(41.277717, -73.227215)",10 BROADWAY BLDG B,TRUMBULL,CT,"10 BROADWAY BLDG B, TRUMBULL, CT",06611-1302,Match,"-73.22723,41.277588",-73.22723,41.277588,Fairfield,Red,Tiny,A,1
288,WALGREENS #07258,(203) 267-6718,PCY.0001922,"387,327","370 MAIN ST S
CT 06488-4200
(41.47182, -73.222851)",370 MAIN ST S,SOUTHBURY,CT,"370 MAIN ST S, SOUTHBURY, CT",06488-4200,Match,"-73.22277,41.471832",-73.22277,41.471832,New Haven County,Green,Tiny,E,5
289,CVS PHARMACY #185,(203) 888-9068,PCY.0001103,"234,685","215 WEST ST
CT 06483-2640
(41.397394, -73.086459)",215 WEST ST,SEYMOUR,CT,"215 WEST ST, SEYMOUR, CT",06483-2640,Match,"-73.08534,41.396046",-73.08534,41.396046,New Haven County,Green,Tiny,E,5
290,CVS PHARMACY #2682,(860) 738-6250,PCY.0001801,"306,093","47 MAIN ST
CT 06098-1703
(41.920562, -73.059379)",47 MAIN ST,WINSTED,CT,"47 MAIN ST, WINSTED, CT",06098-1703,Match,"-73.06055,41.920986",-73.06055,41.920986,Litchfield County,Blue,Mid,C,3
292,CVS/PHARMACY #16712,(203) 634-6060,PCY.0001795,"286,709","474 CHAMBERLAIN HWY
CT 06451-1818
(41.552129, -72.813338)",474 CHAMBERLAIN HWY,MERIDEN,CT,"474 CHAMBERLAIN HWY, MERIDEN, CT",06451-1818,Match,"-72.813095,41.552887",-72.813095,41.552887,New Haven County,Green,Tiny,E,5
293,WAL-MART STORE #3547,(203) 854-8519,PCY.0001833,"334,629","680 CONNECTICUT AVE
CT 06854-1616
(41.094874, -73.449392)",680 CONNECTICUT AVE,NORWALK,CT,"680 CONNECTICUT AVE, NORWALK, CT",06854-1616,Match,"-73.44991,41.0946",-73.44991,41.0946,Fairfield,Red,Tiny,A,1
294,BIG Y PHARMACY #82,203-791-9820,PCY.0002078,"457,835","81 STONY HILL RD
CT 06801-3038
(41.414051, -73.37831)",81 STONY HILL RD,BETHEL,CT,"81 STONY HILL RD, BETHEL, CT",06801-3038,Match,"-73.380165,41.414368",-73.380165,41.414368,Fairfield,Red,Tiny,A,1
